miRNA,Target_Gene,Is_DEG,DEG_Expression_Direction,Predicted_Regulatory_Relationship,Database,Evidence_Type,miRNA_log2FC,miRNA_Direction,miRNA_pvalue,Target_log2FC,Target_Direction,Target_padj,Relationship_Category
hsa-miR-3679-3p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.684,Up-regulated,0.044050403,1.012,Up-regulated,0.049644775,Inconsistent_Both_Up
hsa-miR-3679-3p,CRH,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.684,Up-regulated,0.044050403,-1.964,Down-regulated,0.031409519,Consistent_Inhibition
hsa-miR-3679-3p,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.684,Up-regulated,0.044050403,0.804,Up-regulated,0.000391705,Inconsistent_Both_Up
hsa-miR-3679-3p,MAGEC2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.684,Up-regulated,0.044050403,22.328,Up-regulated,2.27e-05,Inconsistent_Both_Up
hsa-miR-3679-3p,LHX8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.684,Up-regulated,0.044050403,29.911,Up-regulated,2.79e-10,Inconsistent_Both_Up
hsa-miR-3679-3p,ARSJ,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.684,Up-regulated,0.044050403,0.793,Up-regulated,0.02055376,Inconsistent_Both_Up
hsa-miR-3679-3p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.684,Up-regulated,0.044050403,-0.849,Down-regulated,0.033227815,Consistent_Inhibition
hsa-miR-3679-3p,NLRP4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.684,Up-regulated,0.044050403,19.863,Up-regulated,0.000250002,Inconsistent_Both_Up
hsa-miR-4664-5p,IFI27,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.763,Up-regulated,0.020108749,Inconsistent_Both_Up
hsa-miR-4664-5p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,1.822,Up-regulated,0.018697048,Inconsistent_Both_Up
hsa-miR-4664-5p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-0.529,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-4664-5p,APCDD1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.726,Up-regulated,0.013794504,Inconsistent_Both_Up
hsa-miR-4664-5p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,1.012,Up-regulated,0.049644775,Inconsistent_Both_Up
hsa-miR-4664-5p,TRIM49D1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,20.766,Up-regulated,0.000137665,Inconsistent_Both_Up
hsa-miR-4664-5p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,1.201,Up-regulated,0.0126152,Inconsistent_Both_Up
hsa-miR-4664-5p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-0.635,Down-regulated,0.049102047,Consistent_Inhibition
hsa-miR-4664-5p,PDLIM3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.612,Up-regulated,0.008786585,Inconsistent_Both_Up
hsa-miR-4664-5p,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-0.543,Down-regulated,0.037422409,Consistent_Inhibition
hsa-miR-4664-5p,RAI14,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-0.765,Down-regulated,0.030000808,Consistent_Inhibition
hsa-miR-4664-5p,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,1.063,Up-regulated,0.000248806,Inconsistent_Both_Up
hsa-miR-4664-5p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.521,Down-regulated,0.015789562,Consistent_Inhibition
hsa-miR-4664-5p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-0.883,Down-regulated,0.048990101,Consistent_Inhibition
hsa-miR-4664-5p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.033,Down-regulated,0.017201477,Consistent_Inhibition
hsa-miR-4664-5p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-0.918,Down-regulated,0.002170178,Consistent_Inhibition
hsa-miR-4664-5p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,19.728,Up-regulated,0.000288762,Inconsistent_Both_Up
hsa-miR-4664-5p,GREM2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.109,Down-regulated,0.04241884,Consistent_Inhibition
hsa-miR-4664-5p,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,1.336,Up-regulated,7.67e-05,Inconsistent_Both_Up
hsa-miR-4664-5p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.344,Down-regulated,0.017938909,Consistent_Inhibition
hsa-miR-4664-5p,NSMF,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.679,Up-regulated,0.049062508,Inconsistent_Both_Up
hsa-miR-4664-5p,GNE,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-0.865,Down-regulated,0.018439981,Consistent_Inhibition
hsa-miR-4664-5p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.025,Down-regulated,0.027523925,Consistent_Inhibition
hsa-miR-4664-5p,TFPI,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.132,Down-regulated,0.002559679,Consistent_Inhibition
hsa-miR-4664-5p,LMOD1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.921,Up-regulated,0.01197074,Inconsistent_Both_Up
hsa-miR-4664-5p,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,1.634,Up-regulated,0.02918502,Inconsistent_Both_Up
hsa-miR-4664-5p,SPATC1L,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-0.876,Down-regulated,0.035816856,Consistent_Inhibition
hsa-miR-4664-5p,KCNE4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.752,Up-regulated,0.04414703,Inconsistent_Both_Up
hsa-miR-4664-5p,ADAMTS15,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.816,Up-regulated,0.019723562,Inconsistent_Both_Up
hsa-miR-4664-5p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,24.197,Up-regulated,1.83e-06,Inconsistent_Both_Up
hsa-miR-4664-5p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.701,Up-regulated,0.046518873,Inconsistent_Both_Up
hsa-miR-4664-5p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.686,Up-regulated,0.030104933,Inconsistent_Both_Up
hsa-miR-4664-5p,AGXT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,2.182,Up-regulated,0.030104933,Inconsistent_Both_Up
hsa-miR-4664-5p,LEP,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-2.571,Down-regulated,0.012766614,Consistent_Inhibition
hsa-miR-4664-5p,MAT1A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,2.175,Up-regulated,0.012766614,Inconsistent_Both_Up
hsa-miR-4664-5p,HBA2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,1.292,Up-regulated,0.027090635,Inconsistent_Both_Up
hsa-miR-4664-5p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,1.28,Up-regulated,0.017810079,Inconsistent_Both_Up
hsa-miR-4664-5p,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.828,Up-regulated,0.008072093,Inconsistent_Both_Up
hsa-miR-4664-5p,ARRDC2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.805,Up-regulated,0.046134188,Inconsistent_Both_Up
hsa-miR-4664-5p,HES6,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.861,Up-regulated,0.024695349,Inconsistent_Both_Up
hsa-miR-4664-5p,IFITM10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,2.173,Up-regulated,0.010622604,Inconsistent_Both_Up
hsa-miR-4664-5p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.763,Up-regulated,0.011462858,Inconsistent_Both_Up
hsa-miR-4664-5p,PRSS23,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.817,Up-regulated,0.020328259,Inconsistent_Both_Up
hsa-miR-4664-5p,STK39,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.664,Up-regulated,0.041575164,Inconsistent_Both_Up
hsa-miR-4664-5p,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,1.135,Up-regulated,0.003365874,Inconsistent_Both_Up
hsa-miR-4664-5p,OSMR,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.055,Down-regulated,0.017335091,Consistent_Inhibition
hsa-miR-4664-5p,SLC28A2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,1.397,Up-regulated,0.015617351,Inconsistent_Both_Up
hsa-miR-4664-5p,CCDC9B,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.779,Up-regulated,0.042408159,Inconsistent_Both_Up
hsa-miR-4664-5p,CSF2RB,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.008,Down-regulated,0.045194384,Consistent_Inhibition
hsa-miR-4664-5p,ACTL8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,22.842,Up-regulated,1.19e-05,Inconsistent_Both_Up
hsa-miR-4664-5p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,1.103,Up-regulated,0.022027507,Inconsistent_Both_Up
hsa-miR-4664-5p,NLRP4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,19.863,Up-regulated,0.000250002,Inconsistent_Both_Up
hsa-miR-4664-5p,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,24.205,Up-regulated,1.88e-06,Inconsistent_Both_Up
hsa-miR-4664-5p,LHX3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-20.128,Down-regulated,0.000250002,Consistent_Inhibition
hsa-miR-4664-5p,SOCS6,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-0.478,Down-regulated,0.048990101,Consistent_Inhibition
hsa-miR-4664-5p,IL32,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.782,Up-regulated,0.022249828,Inconsistent_Both_Up
hsa-miR-4664-5p,PKD2L1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,2.993,Up-regulated,0.039035509,Inconsistent_Both_Up
hsa-miR-4664-5p,LUZP4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,19.883,Up-regulated,0.000250002,Inconsistent_Both_Up
hsa-miR-4664-5p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-0.764,Down-regulated,0.009851754,Consistent_Inhibition
hsa-miR-4664-5p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.865,Down-regulated,0.042149404,Consistent_Inhibition
hsa-miR-4664-5p,USP27X,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-0.761,Down-regulated,0.049062508,Consistent_Inhibition
hsa-miR-4664-5p,HYAL2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.784,Up-regulated,0.019227908,Inconsistent_Both_Up
hsa-miR-4664-5p,RUNDC3B,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.282,Down-regulated,0.049102047,Consistent_Inhibition
hsa-miR-4664-5p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.405,Down-regulated,0.006705888,Consistent_Inhibition
hsa-miR-4664-5p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.897,Up-regulated,0.022027507,Inconsistent_Both_Up
hsa-miR-4664-5p,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,0.804,Up-regulated,0.000391705,Inconsistent_Both_Up
hsa-miR-4664-5p,CGB7,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,2.593,Up-regulated,0.044823668,-1.776,Down-regulated,0.016675677,Consistent_Inhibition
hsa-miR-4664-5p,AKR1B10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,3.479,Up-regulated,0.035816856,Inconsistent_Both_Up
hsa-miR-4664-5p,SIX3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,19.863,Up-regulated,0.000250002,Inconsistent_Both_Up
hsa-miR-4664-5p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,2.593,Up-regulated,0.044823668,2.249,Up-regulated,0.011133387,Inconsistent_Both_Up
hsa-miR-151b,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-0.665,Down-regulated,0.022027507,Consistent_Inhibition
hsa-miR-151b,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,1.822,Up-regulated,0.018697048,Inconsistent_Both_Up
hsa-miR-151b,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-0.529,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-151b,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-1.535,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-151b,PIMREG,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,1.325,Up-regulated,0.044282799,Inconsistent_Both_Up
hsa-miR-151b,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,0.701,Up-regulated,0.046518873,Inconsistent_Both_Up
hsa-miR-151b,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-0.85,Down-regulated,0.022233693,Consistent_Inhibition
hsa-miR-151b,SAA1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,2.44,Up-regulated,0.000699098,Inconsistent_Both_Up
hsa-miR-151b,LHX3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-20.128,Down-regulated,0.000250002,Consistent_Inhibition
hsa-miR-151b,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-0.543,Down-regulated,0.037422409,Consistent_Inhibition
hsa-miR-151b,ARRDC2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,0.805,Up-regulated,0.046134188,Inconsistent_Both_Up
hsa-miR-151b,CYP3A4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,6.44,Up-regulated,0.00337847,Inconsistent_Both_Up
hsa-miR-151b,KLF9,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,0.998,Up-regulated,0.019307154,Inconsistent_Both_Up
hsa-miR-151b,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-0.883,Down-regulated,0.048990101,Consistent_Inhibition
hsa-miR-151b,CEP85,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-0.978,Down-regulated,0.037838615,Consistent_Inhibition
hsa-miR-151b,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,20.753,Up-regulated,0.000137665,Inconsistent_Both_Up
hsa-miR-151b,IFITM10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,2.173,Up-regulated,0.010622604,Inconsistent_Both_Up
hsa-miR-151b,GATA6,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,0.751,Up-regulated,0.028084916,Inconsistent_Both_Up
hsa-miR-151b,STK39,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,0.664,Up-regulated,0.041575164,Inconsistent_Both_Up
hsa-miR-151b,C10orf99,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-16.025,Down-regulated,0.0126152,Consistent_Inhibition
hsa-miR-151b,CSF2RB,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-1.008,Down-regulated,0.045194384,Consistent_Inhibition
hsa-miR-151b,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,1.336,Up-regulated,7.67e-05,Inconsistent_Both_Up
hsa-miR-151b,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,1.044,Up-regulated,0.025052034,Inconsistent_Both_Up
hsa-miR-151b,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,30.0,Up-regulated,2.79e-10,Inconsistent_Both_Up
hsa-miR-151b,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,24.197,Up-regulated,1.83e-06,Inconsistent_Both_Up
hsa-miR-151b,F11,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,25.598,Up-regulated,2.64e-07,Inconsistent_Both_Up
hsa-miR-151b,MAT1A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,2.175,Up-regulated,0.012766614,Inconsistent_Both_Up
hsa-miR-151b,ACER2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-1.039,Down-regulated,0.021623149,Consistent_Inhibition
hsa-miR-151b,TRNP1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,0.899,Up-regulated,0.01197074,Inconsistent_Both_Up
hsa-miR-151b,EPDR1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,1.091,Up-regulated,0.019277937,Inconsistent_Both_Up
hsa-miR-151b,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-1.033,Down-regulated,0.017201477,Consistent_Inhibition
hsa-miR-151b,RUNDC3A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,1.09,Up-regulated,0.019277937,Inconsistent_Both_Up
hsa-miR-151b,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,1.012,Up-regulated,0.049644775,Inconsistent_Both_Up
hsa-miR-151b,LRP3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,0.61,Up-regulated,0.049062508,Inconsistent_Both_Up
hsa-miR-151b,SLC28A2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,1.397,Up-regulated,0.015617351,Inconsistent_Both_Up
hsa-miR-151b,PRR23C,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,19.831,Up-regulated,0.000250002,Inconsistent_Both_Up
hsa-miR-151b,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,1.103,Up-regulated,0.022027507,Inconsistent_Both_Up
hsa-miR-151b,LEP,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-2.571,Down-regulated,0.012766614,Consistent_Inhibition
hsa-miR-151b,SLC2A2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,24.108,Up-regulated,1.97e-06,Inconsistent_Both_Up
hsa-miR-151b,AVPR1B,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-16.522,Down-regulated,0.008699258,Consistent_Inhibition
hsa-miR-151b,CRH,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-1.964,Down-regulated,0.031409519,Consistent_Inhibition
hsa-miR-151b,IFI27,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,0.763,Up-regulated,0.020108749,Inconsistent_Both_Up
hsa-miR-151b,TAB3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-0.635,Down-regulated,0.049102047,Consistent_Inhibition
hsa-miR-151b,IL32,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,0.782,Up-regulated,0.022249828,Inconsistent_Both_Up
hsa-miR-151b,TRIM49D1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,20.766,Up-regulated,0.000137665,Inconsistent_Both_Up
hsa-miR-151b,CGB7,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-1.776,Down-regulated,0.016675677,Consistent_Inhibition
hsa-miR-151b,AKR1B10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,3.479,Up-regulated,0.035816856,Inconsistent_Both_Up
hsa-miR-151b,SLC30A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.579,Up-regulated,0.047016773,-0.64,Down-regulated,0.026340182,Consistent_Inhibition
hsa-miR-151b,SNTA1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,0.668,Up-regulated,0.027727584,Inconsistent_Both_Up
hsa-miR-151b,HYAL2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.579,Up-regulated,0.047016773,0.784,Up-regulated,0.019227908,Inconsistent_Both_Up
hsa-miR-32-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.538,Up-regulated,0.048954849,1.822,Up-regulated,0.018697048,Inconsistent_Both_Up
hsa-miR-32-3p,PDLIM3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.538,Up-regulated,0.048954849,0.612,Up-regulated,0.008786585,Inconsistent_Both_Up
hsa-miR-32-3p,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.538,Up-regulated,0.048954849,18.84,Up-regulated,0.000776162,Inconsistent_Both_Up
hsa-miR-32-3p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.538,Up-regulated,0.048954849,1.201,Up-regulated,0.0126152,Inconsistent_Both_Up
hsa-miR-32-3p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.538,Up-regulated,0.048954849,-0.918,Down-regulated,0.002170178,Consistent_Inhibition
hsa-miR-32-3p,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.538,Up-regulated,0.048954849,20.753,Up-regulated,0.000137665,Inconsistent_Both_Up
hsa-miR-32-3p,LMOD1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.538,Up-regulated,0.048954849,0.921,Up-regulated,0.01197074,Inconsistent_Both_Up
hsa-miR-32-3p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.538,Up-regulated,0.048954849,24.197,Up-regulated,1.83e-06,Inconsistent_Both_Up
hsa-miR-32-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.538,Up-regulated,0.048954849,-0.665,Down-regulated,0.022027507,Consistent_Inhibition
