miRNA,Target_Gene,Is_DEG,DEG_Expression_Direction,Predicted_Regulatory_Relationship
hsa-miR-93-3p,EBF4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,ANKRD1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,SLC38A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,USP27X,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,FKBP5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,GNE,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,MYLIP,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,DMTN,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,FTCD,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,INPP5F,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,BCL6,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,SSTR2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,SYNPR,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,ATOH8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,F11,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,LEP,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,SLC2A2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,SERPINA7,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,CYP2C19,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,ACER2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,LIMCH1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,SLC6A2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,PIMREG,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,SOCS6,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,A1CF,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,BAAT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,NSMF,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,CCN4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,CEP85,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,SHISA9,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,CCN2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,OSMR,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,SLC28A2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,PRLHR,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,JDP2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,ADAMTS15,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,MAT1A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,PLA2G5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,ZBTB8A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,TTBK2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,GADD45B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,LHX8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,SELENBP1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,OASL,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,RIPOR2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,SPATC1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,TFPI,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-93-3p,SAA1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,AKR1C3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,GEM,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,LMOD1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,ACTL8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,MGST1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,LRP3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,NTRK2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,PIMREG,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,TSPAN5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,TTBK2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,OASL,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,NNMT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,EBF4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,ANKRD1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,A1CF,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,KLF9,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,EPDR1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,KIAA0319,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,PDLIM3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,SLC38A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,HES6,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,FBXO17,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,SPATC1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,BNIPL,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,SLC6A2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,GNE,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,PNMA2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,CCN4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,INPP5F,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,SERPINA1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,SYNPR,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,ATOH8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,SMIM3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,KCNE4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,ZBTB47,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,IL2RA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,INS,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,ALDH1A1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,GAGE1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,NANOGNB,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,F11,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,SMOX,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,ADAMTS15,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,CYP19A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,HYAL1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,CCDC171,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,C1orf56,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,AKR1C3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,MICA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,NECAB1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,FKBP5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,IFITM10,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,LMOD1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,GYPC,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,IL12B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,SNTA1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,OSMR,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,SLC28A2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,PLEKHG4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,ANKS4B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,ZBTB8A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,AGXT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,MAT1A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,AVPR1B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,CYP2C19,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,PYDC1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,TSC22D3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,TRIM49D1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,ZNF507,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,ARSJ,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,ACTL8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,CGB7,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,MGST1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,PLA2G5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,KCNK10,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-27a-5p,LEP,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-195-5p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,TENT5D,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-195-5p,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-195-5p,TMEM158,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-195-5p,SERPINI1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-195-5p,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,JDP2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,PRAMEF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-195-5p,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,AGXT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-195-5p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-195-5p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,RUNDC3B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-195-5p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-195-5p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-195-5p,MYL4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,TRIM49D1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,LURAP1L,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-138-5p,LIMCH1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,NTRK2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,RUNDC3A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,SLC6A2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,TMEM119,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,TSC22D3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,NNMT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,A1CF,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,INPP5F,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,NSMF,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,RAI14,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,KLF9,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,PDLIM3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,SLC38A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,HES6,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,ST6GALNAC1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,KCNK10,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,FNDC4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,SHISA9,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,FKBP5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,SNCA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,F3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,TFPI,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,PNMA2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,OSMR,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,CCDC9B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,BAAT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,SERPINA1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,ZBTB47,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,ANKS4B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,SGCZ,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,LEP,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,SLC2A2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,MAT1A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,CYP2C19,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,PLA2G5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,CMC4,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,IL2RA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,C4orf50,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,PYDC1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,APCDD1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,TTLL10,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,OASL,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,PARP3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,DMTN,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,ANKRD1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,ZNF507,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,GYPC,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,HAO1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,CEP85,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,AGPAT5,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,GNE,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,PRSS23,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,IL12B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,C10orf99,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,FAM167A,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,JDP2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,ATOH8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,ADAMTS15,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,F11,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,KCNIP1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,TSPAN5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,IL32,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,AKR1C3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,SLC30A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,TREML2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,SELENBP1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,LURAP1L,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,ACTL8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-138-5p,SERPINI1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,CGB7,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,HIGD2B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,SOCS6,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-138-5p,TRIM49D1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,CCN4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,NTRK2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,RIPOR2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,INPP5F,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,COPZ2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,ZBTB47,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,TSPAN5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,PYDC1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,HYAL1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,TTBK2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,SMOX,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,TMEM119,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,OASL,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,TRIM49D1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,TAB3,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,KCNIP1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,RAI14,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,CYP3A4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,SELENBP1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,SLC38A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,CEP85,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,MICA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,AGPAT5,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,RUNDC3A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,SHISA9,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,FKBP5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,AFF1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,SLC6A2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,SNCA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,LMOD1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,NDN,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,TSC22D3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,C8A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,EBF4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,C6,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,JDP2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,KCNE4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,KCNK10,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,IL32,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,AGXT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,F11,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,GAGE1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,MAT1A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,LIMCH1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,CCDC171,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,PARP3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,NNMT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,TPBG,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,VSIG10L2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,EPDR1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,ANKRD62,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,BEX1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,GREM2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,SIX3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,AMBP,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,LRP3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,OSMR,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,ANKS4B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,SERPINA7,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,ACER2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,TRNP1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,A1CF,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,MYL4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,MYLIP,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,GAGE12E,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,SERPINA1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,CLDN4,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,ORM1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,ORM2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,METTL21C,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,CMC4,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,PSG2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,CGB7,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,TMEM158,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,GADD45B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,GNE,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-4713-3p,CCDC9B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,SGCZ,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4713-3p,MGST1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-18b-5p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,SMOX,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,LYPD3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,C1orf56,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,PIMREG,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,CEP85,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,MICA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑
